product_id,product_name,category_name,brand,unit_price,cost_price,weight,color,size,stock_quantity,reorder_level,is_active,launch_date
220,Ulta Multi-lateral regional service-desk Beauty,Beauty,Ulta,31.93,19.61,3.59,White,One Size,248,10,True,2025-03-05
221,Reebok Open-source global migration Sport,Sports,Reebok,157.58,71.21,4.95,Black,M,487,26,True,2025-01-04
222,Sony Seamless responsive customer loyalty Electronic,Electronics,Sony,259.51,125.83,4.64,Gray,XXL,130,37,False,2025-05-17
223,Samsung Streamlined neutral analyzer Electronic,Electronics,Samsung,236.2,125.91,2.92,Green,L,96,20,True,2023-09-12
224,Puma Multi-tiered 5thgeneration parallelism Sport,Sports,Puma,98.15,45.85,2.15,White,L,222,41,True,2024-04-19
225,Walmart Grass-roots intangible archive Home & Garden,Home & Garden,Walmart,155.61,97.0,7.19,Green,One Size,819,28,True,2024-02-23
226,MAC Profound radical algorithm Beauty,Beauty,MAC,15.04,9.49,3.31,Red,M,366,25,True,2025-06-10
227,H&M Distributed tangible benchmark Clothing,Clothing,H&M,86.52,55.52,3.66,Red,XS,235,31,True,2025-04-10
228,Maybelline Up-sized coherent matrices Beauty,Beauty,Maybelline,20.02,11.0,2.7,White,L,276,44,True,2024-10-14
229,H&M Compatible optimizing neural-net Clothing,Clothing,H&M,87.18,49.52,5.1,Brown,XS,417,10,True,2025-03-22
230,Maybelline Multi-tiered multimedia architecture Beauty,Beauty,Maybelline,61.47,28.35,3.95,Black,One Size,441,45,True,2025-04-23
231,Uniqlo Profit-focused tangible database Clothing,Clothing,Uniqlo,122.02,53.68,3.4,Gray,S,170,20,True,2023-08-16
232,Uniqlo Future-proofed logistical benchmark Clothing,Clothing,Uniqlo,5.0,2.04,3.65,White,XXL,125,45,True,2023-12-10
233,Adidas Customizable upward-trending pricing structure Clothing,Clothing,Adidas,20.99,10.83,2.67,White,One Size,904,49,True,2023-08-07
234,Sephora Integrated system-worthy superstructure Beauty,Beauty,Sephora,15.03,6.76,3.72,Brown,S,560,49,True,2025-06-12
235,Apple Implemented fault-tolerant analyzer Electronic,Electronics,Apple,530.79,224.91,1.24,Red,M,835,44,True,2024-06-01
236,Uniqlo Assimilated tertiary benchmark Clothing,Clothing,Uniqlo,78.69,35.73,4.58,Gray,L,842,43,True,2023-08-15
237,Apple Synergized background initiative Electronic,Electronics,Apple,137.0,68.24,3.17,Red,M,536,13,True,2023-08-25
238,Random House Streamlined scalable methodology Book,Books,Random House,39.98,20.56,0.74,Blue,M,74,24,True,2024-03-11
239,Wiley Ameliorated global core Book,Books,Wiley,11.45,6.27,4.16,Red,XS,763,15,True,2025-03-30
240,Wiley Multi-tiered interactive hub Book,Books,Wiley,25.2,12.05,2.12,Black,S,617,41,True,2025-04-30
241,Adidas Multi-lateral full-range intranet Clothing,Clothing,Adidas,93.75,61.9,4.26,Black,XL,105,12,True,2024-03-24
242,Nike Down-sized 4thgeneration challenge Clothing,Clothing,Nike,124.84,84.9,3.68,Blue,L,740,34,True,2023-11-03
243,Sony De-engineered context-sensitive open system Electronic,Electronics,Sony,5.0,3.12,1.28,Red,S,115,44,True,2024-12-16
244,Nike Multi-lateral client-driven capability Clothing,Clothing,Nike,93.2,64.27,3.85,Red,M,219,23,True,2025-05-15
245,Zara Front-line bandwidth-monitored system engine Clothing,Clothing,Zara,37.97,18.98,3.94,Blue,M,406,42,True,2024-11-28
246,L'Oreal Upgradable multi-tasking firmware Beauty,Beauty,L'Oreal,15.61,9.79,4.22,Gray,One Size,699,43,True,2023-11-14
247,Sony Pre-emptive motivating adapter Electronic,Electronics,Sony,518.64,251.33,6.24,White,XL,90,13,True,2023-12-17
248,Adidas Reverse-engineered contextually-based secured line Sport,Sports,Adidas,138.36,95.12,6.65,Red,S,57,43,True,2024-05-08
249,Puma Down-sized global approach Sport,Sports,Puma,213.36,139.72,2.93,Blue,XXL,772,41,True,2024-06-13
250,H&M Robust executive website Clothing,Clothing,H&M,112.75,48.82,1.38,Brown,S,921,43,True,2025-07-07
251,Walmart Business-focused multi-tasking synergy Home & Garden,Home & Garden,Walmart,101.93,47.19,1.41,Black,L,684,29,True,2025-01-20
252,Home Depot Vision-oriented mission-critical policy Home & Garden,Home & Garden,Home Depot,141.86,63.82,2.71,Green,XL,509,17,True,2024-01-01
253,Apple Grass-roots holistic attitude Electronic,Electronics,Apple,227.7,96.32,3.28,Red,XS,41,12,True,2025-07-02
254,IKEA Customer-focused 6thgeneration Internet solution Home & Garden,Home & Garden,IKEA,123.12,69.04,2.27,Brown,One Size,340,47,True,2024-12-15
255,Target User-friendly upward-trending paradigm Home & Garden,Home & Garden,Target,136.73,91.22,2.76,White,One Size,0,42,True,2025-04-16
256,Cambridge Object-based background capability Book,Books,Cambridge,9.88,4.21,3.46,Red,XL,486,37,True,2023-10-16
257,Zara Fundamental 6thgeneration matrices Clothing,Clothing,Zara,79.82,45.76,4.64,Blue,M,822,13,True,2024-04-19
258,Penguin Extended impactful matrices Book,Books,Penguin,17.94,7.78,3.38,White,M,624,11,True,2023-09-04
259,Adidas Multi-tiered local help-desk Clothing,Clothing,Adidas,64.67,45.2,3.45,Blue,S,176,12,False,2025-08-02
260,Target Universal non-volatile analyzer Home & Garden,Home & Garden,Target,67.91,35.83,1.24,Brown,S,649,42,True,2024-03-06
261,Zara Persevering dedicated flexibility Clothing,Clothing,Zara,75.04,46.46,2.16,Green,L,971,12,True,2023-11-26
262,Samsung Open-source coherent artificial intelligence Electronic,Electronics,Samsung,118.63,72.09,3.6,Red,L,10,41,True,2024-06-04
263,MAC Object-based value-added hardware Beauty,Beauty,MAC,45.41,28.72,2.32,Brown,L,251,42,True,2023-08-20
264,Nike Realigned well-modulated product Sport,Sports,Nike,59.37,38.1,3.76,Gray,XL,224,42,True,2024-09-11
265,Uniqlo Expanded multimedia installation Clothing,Clothing,Uniqlo,135.97,94.78,1.71,Blue,L,346,45,True,2024-09-23
266,Nike Open-source demand-driven ability Clothing,Clothing,Nike,49.92,24.32,1.31,Black,M,286,20,True,2025-06-11
267,Zara Business-focused needs-based Graphic Interface Clothing,Clothing,Zara,120.46,55.57,5.3,White,S,46,15,True,2024-08-28
268,Target Centralized attitude-oriented adapter Home & Garden,Home & Garden,Target,106.74,50.04,1.09,Red,XL,4,15,True,2023-09-29
269,Nike Reverse-engineered zero administration Graphical User Interface Clothing,Clothing,Nike,39.69,27.57,1.62,Blue,L,382,10,False,2024-11-23
270,Random House Fundamental leadingedge solution Book,Books,Random House,46.82,19.36,2.12,Green,XL,117,22,False,2023-12-01
271,Nike Fully-configurable composite approach Clothing,Clothing,Nike,112.9,46.85,1.94,Gray,L,129,42,True,2025-06-28
272,Walmart Cloned radical conglomeration Home & Garden,Home & Garden,Walmart,34.43,14.99,6.01,Green,M,64,11,False,2023-10-02
273,Zara Multi-lateral 5thgeneration process improvement Clothing,Clothing,Zara,113.18,58.99,3.13,Green,M,264,42,True,2023-12-06
274,Oxford Stand-alone needs-based ability Book,Books,Oxford,37.71,25.19,2.69,White,One Size,255,27,True,2024-03-29
275,Home Depot Configurable uniform access Home & Garden,Home & Garden,Home Depot,132.04,75.6,2.73,Red,S,33,29,True,2024-09-02
276,Reebok Fully-configurable non-volatile artificial intelligence Sport,Sports,Reebok,20.06,11.39,4.01,Blue,M,428,49,True,2024-12-29
277,Nike Profit-focused clear-thinking framework Clothing,Clothing,Nike,90.36,59.42,2.28,Red,XXL,963,11,True,2023-09-29
278,Uniqlo Monitored responsive approach Clothing,Clothing,Uniqlo,95.28,58.27,2.79,Green,One Size,564,31,True,2023-09-25
279,Dell Face-to-face optimizing approach Electronic,Electronics,Dell,431.18,283.89,1.39,Blue,S,339,31,True,2025-01-04
280,Dell Multi-channeled scalable extranet Electronic,Electronics,Dell,333.53,224.14,1.67,Gray,One Size,274,20,True,2023-11-03
281,Sephora Ergonomic solution-oriented infrastructure Beauty,Beauty,Sephora,36.96,18.47,6.54,Red,One Size,979,17,True,2023-12-13
282,Apple Extended global product Electronic,Electronics,Apple,92.72,51.59,1.75,White,XL,924,38,True,2024-11-02
283,Wayfair Open-architected non-volatile Local Area Network Home & Garden,Home & Garden,Wayfair,162.86,97.67,4.51,Black,L,636,43,True,2023-12-28
284,Nike Organized hybrid utilization Clothing,Clothing,Nike,116.42,60.88,1.92,Gray,L,585,19,True,2023-08-11
285,Nike Phased needs-based flexibility Clothing,Clothing,Nike,48.2,31.9,1.0,Blue,One Size,81,32,True,2024-04-27
286,Target Cross-platform upward-trending flexibility Home & Garden,Home & Garden,Target,36.01,20.59,2.74,Red,One Size,567,23,True,2024-07-16
287,Wayfair Programmable bi-directional frame Home & Garden,Home & Garden,Wayfair,85.02,57.13,2.81,Blue,XS,241,21,True,2025-01-02
288,Puma Innovative encompassing encryption Sport,Sports,Puma,206.61,108.14,2.48,Red,One Size,314,22,True,2024-06-22
289,Cambridge Organic tangible standardization Book,Books,Cambridge,5.0,2.63,3.79,Blue,XL,848,17,True,2024-11-25
290,Adidas Triple-buffered static synergy Clothing,Clothing,Adidas,117.7,74.45,1.24,White,One Size,666,12,False,2025-04-05
291,Home Depot Operative local benchmark Home & Garden,Home & Garden,Home Depot,172.17,94.48,3.39,Green,S,355,43,True,2024-06-22
292,Adidas Sharable bifurcated functionalities Clothing,Clothing,Adidas,109.49,60.83,1.75,Green,XL,258,29,True,2025-04-13
293,Home Depot Cloned stable website Home & Garden,Home & Garden,Home Depot,56.32,23.83,3.97,White,XS,943,41,True,2025-04-12
294,Samsung Ameliorated hybrid moderator Electronic,Electronics,Samsung,5.0,2.71,2.54,Red,L,592,32,True,2024-04-17
295,Nike Diverse directional firmware Clothing,Clothing,Nike,124.34,69.3,3.13,Green,XS,584,23,True,2025-04-07
296,H&M Grass-roots tangible website Clothing,Clothing,H&M,125.87,54.55,4.1,Gray,XXL,386,22,True,2025-06-09
297,Apple Enterprise-wide logistical utilization Electronic,Electronics,Apple,442.52,274.92,3.22,Red,XXL,941,33,True,2024-11-10
298,Adidas Multi-lateral zero-defect application Sport,Sports,Adidas,175.22,108.02,4.29,Green,One Size,243,35,True,2025-06-26
299,Oxford Phased neutral help-desk Book,Books,Oxford,14.4,7.63,1.42,Black,XXL,759,18,True,2025-03-08
300,H&M Mandatory clear-thinking system engine Clothing,Clothing,H&M,132.0,71.28,2.57,Gray,L,156,40,True,2025-01-16
301,Sony Focused next generation throughput Electronic,Electronics,Sony,548.38,259.55,1.75,Gray,XL,149,31,True,2024-11-24
302,Sony Down-sized tertiary matrix Electronic,Electronics,Sony,152.42,73.92,1.78,Red,XS,245,20,True,2024-10-29
303,Dell Decentralized tertiary task-force Electronic,Electronics,Dell,653.8,379.83,2.02,Green,S,522,49,False,2023-11-08
304,Oxford Future-proofed even-keeled time-frame Book,Books,Oxford,16.26,8.33,1.79,Red,S,819,17,True,2025-06-01
305,IKEA Distributed upward-trending migration Home & Garden,Home & Garden,IKEA,199.57,118.54,3.1,White,S,612,49,True,2025-07-02
306,Reebok Down-sized non-volatile extranet Sport,Sports,Reebok,5.0,2.08,2.74,White,L,662,19,True,2024-09-15
307,Random House Synergistic bottom-line interface Book,Books,Random House,31.14,14.22,1.62,Gray,XXL,865,35,True,2025-02-04
308,Puma Fundamental context-sensitive utilization Sport,Sports,Puma,18.33,9.34,2.92,Blue,L,363,16,True,2025-02-11
309,Puma Stand-alone 24hour pricing structure Sport,Sports,Puma,194.06,82.61,4.87,Green,XXL,148,27,False,2024-06-20
310,Samsung Synergized zero-defect matrix Electronic,Electronics,Samsung,582.92,244.3,3.11,Gray,XXL,94,11,True,2025-06-28
311,Home Depot Profound value-added matrix Home & Garden,Home & Garden,Home Depot,23.71,12.85,10.61,Green,XXL,948,17,True,2025-04-17
312,H&M Fundamental tertiary methodology Clothing,Clothing,H&M,133.86,63.49,2.41,Black,XL,512,12,True,2024-07-21
313,Reebok Profit-focused attitude-oriented middleware Sport,Sports,Reebok,105.69,62.58,4.24,Red,L,613,40,False,2024-06-07
314,Random House Team-oriented scalable contingency Book,Books,Random House,19.23,7.85,6.66,Red,XXL,11,24,True,2025-06-06
315,IKEA Balanced incremental solution Home & Garden,Home & Garden,IKEA,101.63,53.03,2.04,Blue,L,638,46,True,2023-11-22
316,Nike Universal value-added application Clothing,Clothing,Nike,67.18,33.42,2.49,Green,M,844,47,True,2024-10-10
317,Adidas Networked non-volatile portal Clothing,Clothing,Adidas,48.4,28.34,6.31,Green,M,768,46,True,2023-12-27
318,Adidas Reduced human-resource flexibility Sport,Sports,Adidas,125.67,86.73,3.21,Black,XXL,70,11,True,2024-02-29
319,Adidas Fully-configurable stable success Clothing,Clothing,Adidas,42.02,19.98,5.03,Black,XXL,947,16,True,2024-05-09
320,Wayfair Visionary solution-oriented hardware Home & Garden,Home & Garden,Wayfair,33.5,22.4,2.56,White,S,174,23,True,2023-08-21
321,Nike Total radical migration Sport,Sports,Nike,238.95,132.45,2.01,Blue,L,489,26,True,2024-08-07
322,Cambridge Reactive directional capacity Book,Books,Cambridge,23.04,11.41,2.79,Brown,XS,705,20,False,2025-01-26
323,Apple Synchronized empowering methodology Electronic,Electronics,Apple,336.71,224.39,4.23,Black,S,632,43,True,2023-11-24
324,Uniqlo Exclusive national product Clothing,Clothing,Uniqlo,113.31,45.8,3.36,White,XL,893,14,True,2023-08-13
325,Samsung Compatible solution-oriented intranet Electronic,Electronics,Samsung,343.66,161.11,2.7,Gray,XXL,156,26,True,2025-06-01
326,Adidas Triple-buffered empowering contingency Clothing,Clothing,Adidas,45.72,24.71,3.39,Brown,S,976,12,True,2024-09-13
327,Under Armour Organic interactive secured line Sport,Sports,Under Armour,304.23,126.04,1.61,White,M,381,25,True,2025-03-12
328,Puma De-engineered intermediate customer loyalty Sport,Sports,Puma,233.87,129.06,1.83,Red,XL,629,30,True,2023-08-10
329,Oxford Optional homogeneous groupware Book,Books,Oxford,43.74,20.0,4.79,Red,L,6,12,True,2023-12-04
330,Reebok Multi-layered disintermediate model Sport,Sports,Reebok,182.88,96.79,2.89,Red,XS,654,26,True,2024-03-02
331,Reebok Compatible 24hour hub Sport,Sports,Reebok,268.01,142.17,2.87,Red,L,798,22,True,2024-06-25
332,Under Armour Profound multi-state encryption Sport,Sports,Under Armour,5.0,3.3,3.77,Green,One Size,923,47,True,2024-11-09
333,Nike Customer-focused high-level challenge Clothing,Clothing,Nike,56.42,24.32,2.61,Green,L,565,41,True,2024-11-03
334,Walmart Diverse coherent groupware Home & Garden,Home & Garden,Walmart,94.6,52.25,1.38,Black,S,898,32,True,2024-05-05
335,Sony Grass-roots directional protocol Electronic,Electronics,Sony,600.47,325.78,1.74,Black,XL,771,17,True,2024-12-04
336,Oxford Implemented mission-critical customer loyalty Book,Books,Oxford,5.0,3.28,2.48,Black,S,793,44,True,2024-02-15
337,Nike Ergonomic static Graphical User Interface Clothing,Clothing,Nike,87.22,51.52,1.69,Black,S,404,41,False,2023-11-08
338,Adidas Automated bi-directional analyzer Clothing,Clothing,Adidas,71.05,45.41,5.44,Brown,XS,96,46,True,2024-11-27
339,Home Depot Stand-alone static software Home & Garden,Home & Garden,Home Depot,71.33,32.14,3.0,Black,M,571,27,True,2023-12-24
340,Uniqlo Networked impactful product Clothing,Clothing,Uniqlo,133.2,62.18,3.96,Green,M,903,47,True,2025-02-26
341,Zara Team-oriented 3rdgeneration contingency Clothing,Clothing,Zara,95.81,49.96,4.06,Green,XS,234,18,True,2025-04-14
342,L'Oreal Innovative 5thgeneration knowledge user Beauty,Beauty,L'Oreal,30.12,19.32,4.02,Black,One Size,899,22,True,2024-07-29
343,H&M Phased zero-defect portal Clothing,Clothing,H&M,130.1,84.66,2.31,Blue,One Size,155,20,True,2024-07-07
344,Adidas Reduced leadingedge functionalities Sport,Sports,Adidas,303.52,193.07,4.63,Black,XS,540,35,True,2023-09-29
345,Puma Secured hybrid archive Sport,Sports,Puma,68.53,45.53,0.54,Gray,One Size,860,29,True,2024-02-29
346,MAC Vision-oriented attitude-oriented process improvement Beauty,Beauty,MAC,27.45,13.97,1.72,Gray,L,214,35,False,2025-07-04
347,Uniqlo Business-focused full-range extranet Clothing,Clothing,Uniqlo,125.02,60.47,2.47,White,S,112,34,True,2024-10-30
348,L'Oreal Innovative neutral functionalities Beauty,Beauty,L'Oreal,82.92,52.94,3.34,White,XXL,900,38,True,2025-04-01
349,L'Oreal Enterprise-wide heuristic conglomeration Beauty,Beauty,L'Oreal,8.14,3.85,2.14,Gray,XS,327,30,True,2024-04-01
350,LG Robust composite challenge Electronic,Electronics,LG,481.21,298.61,3.86,Gray,One Size,649,30,True,2024-07-18
351,Adidas Vision-oriented zero-defect function Sport,Sports,Adidas,174.27,71.89,0.93,Green,One Size,381,43,True,2024-10-25
352,Nike Fully-configurable tangible workforce Clothing,Clothing,Nike,53.68,36.74,1.74,Blue,M,691,14,True,2024-12-18
353,Nike Function-based static hub Clothing,Clothing,Nike,32.97,19.14,3.92,Black,XXL,382,14,True,2024-04-25
354,LG Ergonomic web-enabled productivity Electronic,Electronics,LG,120.55,56.26,2.86,Green,L,296,20,True,2025-07-29
355,Ulta Intuitive high-level extranet Beauty,Beauty,Ulta,81.35,56.25,2.69,Blue,XXL,897,40,False,2025-01-17
356,Samsung Focused full-range adapter Electronic,Electronics,Samsung,5.0,2.41,2.57,Green,XXL,192,41,True,2024-01-20
357,Target Balanced dedicated secured line Home & Garden,Home & Garden,Target,53.46,28.2,4.01,Blue,M,363,41,True,2023-11-11
358,Under Armour Reduced solution-oriented interface Sport,Sports,Under Armour,236.34,112.52,1.54,Brown,L,365,40,False,2024-07-24
359,Cambridge Digitized multi-tasking help-desk Book,Books,Cambridge,23.7,14.36,1.86,Green,S,143,40,True,2025-05-24
360,H&M Visionary actuating contingency Clothing,Clothing,H&M,38.77,16.46,3.3,Red,One Size,959,23,True,2024-05-08
361,IKEA Optimized systemic paradigm Home & Garden,Home & Garden,IKEA,138.89,71.82,3.96,Brown,XL,389,19,True,2024-05-08
362,Uniqlo Persistent web-enabled orchestration Clothing,Clothing,Uniqlo,119.96,60.74,2.34,Gray,One Size,187,25,False,2023-10-22
363,Ulta Synergized web-enabled migration Beauty,Beauty,Ulta,80.94,38.9,2.83,Red,S,372,20,True,2023-10-18
364,Nike Up-sized discrete concept Clothing,Clothing,Nike,136.3,85.72,2.39,Blue,L,735,11,True,2023-09-13
365,Nike Enterprise-wide user-facing solution Clothing,Clothing,Nike,11.19,7.48,1.54,White,XXL,739,34,True,2025-06-12
366,Adidas Face-to-face bandwidth-monitored synergy Sport,Sports,Adidas,99.27,42.23,4.91,Black,XS,366,36,True,2024-10-11
367,Reebok Horizontal bi-directional access Sport,Sports,Reebok,105.7,48.43,4.7,Black,S,88,12,True,2025-07-07
368,Under Armour Phased explicit extranet Sport,Sports,Under Armour,159.88,93.6,1.53,Brown,One Size,87,20,True,2025-05-22
369,Cambridge Fundamental 5thgeneration neural-net Book,Books,Cambridge,51.06,30.67,2.52,Gray,XL,712,27,True,2024-04-27
370,Maybelline Optional systemic concept Beauty,Beauty,Maybelline,23.09,15.0,2.02,Gray,M,346,44,True,2025-02-23
371,Oxford Customizable bi-directional data-warehouse Book,Books,Oxford,48.2,28.67,5.9,Gray,S,532,23,True,2025-03-22
372,Reebok Front-line context-sensitive open architecture Sport,Sports,Reebok,123.89,75.95,2.28,Black,L,257,31,True,2024-10-16
373,Apple Robust impactful benchmark Electronic,Electronics,Apple,224.68,99.88,2.43,Black,M,278,46,True,2024-01-14
374,Wayfair Organized needs-based info-mediaries Home & Garden,Home & Garden,Wayfair,164.18,69.34,3.88,Blue,XXL,170,48,True,2024-12-31
375,LG Programmable well-modulated definition Electronic,Electronics,LG,27.26,16.08,2.93,Black,XXL,18,42,True,2024-06-18
376,Uniqlo Function-based hybrid archive Clothing,Clothing,Uniqlo,102.74,59.05,2.18,Brown,L,981,35,True,2025-04-06
377,IKEA Automated well-modulated application Home & Garden,Home & Garden,IKEA,103.41,60.9,2.86,Brown,S,367,29,True,2024-12-21
378,Uniqlo Object-based local flexibility Clothing,Clothing,Uniqlo,68.79,47.81,2.39,Green,S,945,37,True,2024-08-17
379,Sony Stand-alone logistical pricing structure Electronic,Electronics,Sony,447.54,311.7,3.81,Gray,M,504,11,False,2023-09-01
380,Home Depot Multi-channeled actuating artificial intelligence Home & Garden,Home & Garden,Home Depot,138.37,79.03,3.25,Red,One Size,413,46,True,2024-08-31
381,Apple Multi-tiered systemic flexibility Electronic,Electronics,Apple,474.34,304.07,1.57,Gray,XL,783,25,True,2025-05-12
382,Adidas Synchronized bottom-line access Clothing,Clothing,Adidas,50.93,29.36,2.47,White,L,145,43,True,2024-07-03
383,Target Assimilated tertiary product Home & Garden,Home & Garden,Target,104.2,53.13,1.86,White,XXL,801,40,True,2024-12-12
384,Zara Function-based multi-tasking solution Clothing,Clothing,Zara,70.65,48.43,4.38,Black,XS,998,30,True,2024-12-03
385,Wiley User-centric foreground groupware Book,Books,Wiley,39.02,26.46,2.08,Gray,M,949,45,True,2024-12-23
386,Apple Synergized empowering frame Electronic,Electronics,Apple,187.36,96.92,1.79,Black,S,844,14,True,2024-05-14
387,MAC Virtual empowering circuit Beauty,Beauty,MAC,21.78,13.32,2.05,Green,XXL,506,16,True,2024-05-06
388,Apple Business-focused content-based superstructure Electronic,Electronics,Apple,340.81,196.53,4.12,White,M,111,38,True,2023-09-04
389,Oxford Self-enabling multi-tasking collaboration Book,Books,Oxford,25.83,13.33,2.67,Red,M,497,18,True,2023-09-11
390,Reebok Upgradable 24hour Local Area Network Sport,Sports,Reebok,116.69,46.98,1.37,Black,S,345,11,True,2025-04-06
391,Reebok Intuitive local conglomeration Sport,Sports,Reebok,216.42,94.21,1.67,White,S,617,26,True,2024-05-17
392,Adidas Customizable empowering firmware Sport,Sports,Adidas,33.57,13.97,1.04,Black,XXL,716,17,True,2025-02-21
393,L'Oreal Triple-buffered didactic analyzer Beauty,Beauty,L'Oreal,5.0,2.39,2.8,Brown,XXL,142,27,True,2024-08-19
394,Under Armour Future-proofed zero tolerance core Sport,Sports,Under Armour,100.81,61.88,3.29,Red,L,725,39,True,2024-07-06
395,L'Oreal Versatile executive encoding Beauty,Beauty,L'Oreal,5.0,2.76,2.95,Blue,XS,31,35,True,2023-08-14
396,Nike Fundamental even-keeled groupware Clothing,Clothing,Nike,50.16,20.13,7.11,Black,XL,664,26,True,2023-12-31
397,Random House Down-sized 5thgeneration Internet solution Book,Books,Random House,18.58,11.77,3.56,Green,XL,201,19,True,2023-09-21
398,Target Programmable tertiary approach Home & Garden,Home & Garden,Target,52.65,34.25,2.43,Green,XS,184,48,True,2024-09-11
399,Adidas Adaptive client-driven superstructure Clothing,Clothing,Adidas,114.03,78.36,8.03,Blue,XS,940,32,True,2024-04-26
400,Walmart Ameliorated 6thgeneration workforce Home & Garden,Home & Garden,Walmart,202.63,140.02,1.83,Brown,One Size,804,28,True,2023-12-09
401,Target Multi-tiered explicit neural-net Home & Garden,Home & Garden,Target,47.42,32.7,1.09,Blue,One Size,800,33,True,2025-06-07
402,Samsung Up-sized fresh-thinking array Electronic,Electronics,Samsung,311.85,200.83,3.49,Brown,XS,132,25,False,2025-04-10
403,Sony Ergonomic systemic algorithm Electronic,Electronics,Sony,310.05,148.95,4.33,Gray,S,620,11,True,2025-02-25
404,Samsung De-engineered homogeneous collaboration Electronic,Electronics,Samsung,5.0,3.38,2.11,Red,XXL,555,11,True,2025-07-31
405,Cambridge Optional incremental help-desk Book,Books,Cambridge,41.27,18.47,1.76,Black,XL,47,45,True,2025-04-05
406,Uniqlo Devolved tangible parallelism Clothing,Clothing,Uniqlo,51.12,24.8,2.56,White,S,820,49,True,2024-05-21
407,Zara Cloned uniform migration Clothing,Clothing,Zara,15.66,6.88,3.19,Black,One Size,496,31,True,2024-11-06
408,Zara Assimilated static complexity Clothing,Clothing,Zara,92.58,37.88,2.82,Green,XXL,153,31,True,2024-02-09
409,Nike Right-sized transitional time-frame Clothing,Clothing,Nike,77.45,36.61,4.81,Gray,XL,479,17,True,2024-08-04
410,Uniqlo Realigned scalable frame Clothing,Clothing,Uniqlo,100.76,58.84,4.75,Green,XXL,517,47,True,2024-01-18
411,Oxford Cross-platform foreground workforce Book,Books,Oxford,15.3,7.12,2.75,Brown,M,614,16,True,2025-07-20
412,Samsung Exclusive 4thgeneration groupware Electronic,Electronics,Samsung,225.55,126.34,2.21,Black,M,717,28,True,2024-02-21
413,Home Depot Future-proofed bifurcated product Home & Garden,Home & Garden,Home Depot,83.64,45.56,3.74,Red,XS,158,45,True,2024-02-10
414,Dell Persevering bifurcated projection Electronic,Electronics,Dell,403.15,183.79,3.92,White,One Size,205,14,True,2024-02-22
415,Reebok Customizable actuating Graphical User Interface Sport,Sports,Reebok,116.94,79.2,1.8,Red,One Size,643,40,True,2025-05-08
416,Samsung Upgradable methodical architecture Electronic,Electronics,Samsung,357.01,155.69,2.88,Brown,XS,80,41,False,2024-11-03
417,Nike Robust optimizing methodology Sport,Sports,Nike,47.91,21.24,0.99,Green,S,674,10,True,2023-11-13
418,Samsung Customizable discrete moderator Electronic,Electronics,Samsung,422.61,218.92,2.03,White,XXL,924,46,True,2024-08-30
419,L'Oreal Cross-group 5thgeneration extranet Beauty,Beauty,L'Oreal,58.92,30.17,5.25,White,XS,855,14,True,2023-10-05
420,Uniqlo Grass-roots fault-tolerant project Clothing,Clothing,Uniqlo,32.32,22.43,1.89,White,One Size,675,42,True,2025-05-07
421,Reebok User-friendly systematic superstructure Sport,Sports,Reebok,171.12,77.13,1.94,Blue,XXL,263,36,True,2024-04-26
422,Samsung Automated bottom-line benchmark Electronic,Electronics,Samsung,482.03,315.36,2.2,Blue,XXL,362,39,True,2024-02-24
423,Cambridge Persistent content-based Internet solution Book,Books,Cambridge,29.43,14.59,3.26,White,M,46,20,True,2024-01-14
424,Samsung Decentralized tangible circuit Electronic,Electronics,Samsung,188.16,122.97,1.04,Red,One Size,414,49,True,2024-01-25
425,Random House Team-oriented optimizing project Book,Books,Random House,20.37,9.02,1.19,Green,One Size,24,29,True,2024-04-14
426,Apple Horizontal attitude-oriented application Electronic,Electronics,Apple,12.55,6.09,7.54,White,XXL,246,15,True,2024-04-05
427,H&M Front-line client-server toolset Clothing,Clothing,H&M,85.85,50.23,4.07,Red,XS,322,24,True,2025-03-01
428,Nike Persevering upward-trending challenge Sport,Sports,Nike,226.27,117.86,1.68,Green,L,10,34,True,2024-05-23
429,L'Oreal Ergonomic cohesive model Beauty,Beauty,L'Oreal,32.57,17.37,7.64,Red,XL,178,22,True,2024-02-27
430,Random House Intuitive even-keeled extranet Book,Books,Random House,5.0,3.48,3.56,Black,M,879,42,True,2025-05-05
431,H&M Universal foreground adapter Clothing,Clothing,H&M,80.94,50.97,1.37,Gray,XS,741,25,True,2024-06-15
432,Wayfair Multi-lateral asynchronous throughput Home & Garden,Home & Garden,Wayfair,120.25,74.39,3.24,Blue,M,274,22,True,2024-05-09
433,Apple Extended value-added secured line Electronic,Electronics,Apple,305.21,205.19,6.9,Brown,One Size,426,19,True,2025-01-12
434,Maybelline Cross-group static Graphical User Interface Beauty,Beauty,Maybelline,55.51,23.36,1.28,Black,XXL,99,44,True,2025-06-27
435,Wayfair Future-proofed transitional analyzer Home & Garden,Home & Garden,Wayfair,87.24,48.05,2.37,Red,M,109,40,True,2025-06-02
436,Uniqlo Horizontal dynamic core Clothing,Clothing,Uniqlo,85.77,51.58,2.36,Brown,XL,716,15,True,2025-02-18
437,Target Organized upward-trending encryption Home & Garden,Home & Garden,Target,117.21,75.04,2.09,Gray,S,454,43,True,2023-09-28
438,Penguin Open-source intermediate structure Book,Books,Penguin,44.15,21.38,4.31,White,XL,847,20,True,2023-10-06
